"Time (EpSec)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
1002360.000,48.529,4.933,418.095232,-0.023564,0.086523,-0.012097
1002420.000,46.991,9.970,417.318823,-0.027623,0.081350,-0.013752
1002480.000,45.223,14.693,416.449037,-0.031231,0.076072,-0.015205
1002540.000,43.252,19.101,415.498858,-0.034404,0.070908,-0.016428
1002600.000,41.102,23.207,414.482687,-0.037171,0.066010,-0.017401
1002660.000,38.799,27.030,413.416102,-0.039569,0.061473,-0.018106
1002720.000,36.361,30.592,412.315584,-0.041638,0.057347,-0.018530
1002780.000,33.808,33.920,411.198239,-0.043416,0.053647,-0.018666
1002840.000,31.156,37.038,410.081495,-0.044939,0.050370,-0.018510
1002900.000,28.420,39.972,408.982801,-0.046238,0.047497,-0.018065
1002960.000,25.611,42.745,407.919317,-0.047341,0.045004,-0.017338
1003020.000,22.742,45.380,406.907611,-0.048272,0.042867,-0.016342
1003080.000,19.822,47.896,405.963365,-0.049050,0.041057,-0.015093
1003140.000,16.859,50.313,405.101098,-0.049691,0.039552,-0.013613
1003200.000,13.861,52.648,404.333903,-0.050208,0.038329,-0.011928
1003260.000,10.836,54.918,403.673215,-0.050611,0.037371,-0.010068
1003320.000,7.790,57.137,403.128609,-0.050908,0.036664,-0.008065
1003380.000,4.729,59.322,402.707626,-0.051105,0.036196,-0.005953
1003440.000,1.659,61.486,402.415647,-0.051206,0.035960,-0.003771
1003500.000,-1.414,63.642,402.255796,-0.051212,0.035953,-0.001555
1003560.000,-4.484,65.805,402.228895,-0.051124,0.036174,0.000654
1003620.000,-7.546,67.987,402.333455,-0.050939,0.036627,0.002820
1003680.000,-10.595,70.205,402.565713,-0.050654,0.037319,0.004905
1003740.000,-13.623,72.471,402.919714,-0.050264,0.038261,0.006873
1003800.000,-16.624,74.801,403.387428,-0.049760,0.039467,0.008690
1003860.000,-19.592,77.212,403.958914,-0.049133,0.040954,0.010327
1003920.000,-22.517,79.722,404.622509,-0.048369,0.042745,0.011756
1003980.000,-25.393,82.348,405.365053,-0.047454,0.044864,0.012955
1004040.000,-28.208,85.112,406.172145,-0.046366,0.047335,0.013905
1004100.000,-30.953,88.036,407.028412,-0.045083,0.050187,0.014592
1004160.000,-33.614,91.143,407.917798,-0.043579,0.053443,0.015008
1004220.000,-36.177,94.458,408.823864,-0.041820,0.057123,0.015148
1004280.000,-38.626,98.006,409.730095,-0.039772,0.061230,0.015014
1004340.000,-40.943,101.814,410.620198,-0.037395,0.065752,0.014612
1004400.000,-43.107,105.904,411.478404,-0.034651,0.070641,0.013953
1004460.000,-45.093,110.296,412.289749,-0.031501,0.075806,0.013053
1004520.000,-46.878,115.003,413.040344,-0.027916,0.081099,0.011932
1004580.000,-48.434,120.026,413.717621,-0.023878,0.086304,0.010613
1004640.000,-49.734,125.352,414.310555,-0.019394,0.091139,0.009125
1004700.000,-50.753,130.949,414.809855,-0.014500,0.095277,0.007498
1004760.000,-51.468,136.765,415.208122,-0.009268,0.098380,0.005763
1004820.000,-51.861,142.728,415.499973,-0.003803,0.100161,0.003956
1004880.000,-51.922,148.754,415.682132,0.001760,0.100441,0.002113
1004940.000,-51.650,154.750,415.753470,0.007277,0.099189,0.000268
1005000.000,-51.053,160.629,415.715025,0.012606,0.096534,-0.001541
1005060.000,-50.144,166.312,415.569964,0.017631,0.092732,-0.003280
1005120.000,-48.945,171.740,415.323519,0.022267,0.088109,-0.004915
1005180.000,-47.481,176.875,414.982879,0.026465,0.083001,-0.006415
1005240.000,-45.778,-178.303,414.557051,0.030210,0.077711,-0.007750
1005300.000,-43.864,-173.799,414.056684,0.033512,0.072477,-0.008895
1005360.000,-41.765,-169.602,413.493864,0.036395,0.067473,-0.009828
1005420.000,-39.504,-165.695,412.881885,0.038896,0.062809,-0.010531
1005480.000,-37.104,-162.056,412.234989,0.041055,0.058547,-0.010990
1005540.000,-34.584,-158.661,411.568101,0.042911,0.054711,-0.011197
1005600.000,-31.960,-155.483,410.896535,0.044501,0.051301,-0.011146
1005660.000,-29.248,-152.497,410.235705,0.045858,0.048303,-0.010839
1005720.000,-26.461,-149.678,409.600828,0.047010,0.045694,-0.010282
1005780.000,-23.611,-147.006,409.006622,0.047984,0.043449,-0.009486
1005840.000,-20.707,-144.458,408.467028,0.048799,0.041539,-0.008465
1005900.000,-17.758,-142.015,407.994934,0.049472,0.039941,-0.007239
1005960.000,-14.772,-139.659,407.601917,0.050018,0.038632,-0.005833
1006020.000,-11.758,-137.374,407.298020,0.050448,0.037593,-0.004274
1006080.000,-8.721,-135.143,407.091546,0.050771,0.036808,-0.002591
1006140.000,-5.667,-132.952,406.988891,0.050992,0.036265,-0.000819
1006200.000,-2.604,-130.787,406.994414,0.051117,0.035955,0.001009
1006260.000,0.465,-128.633,407.110339,0.051147,0.035874,0.002855
1006320.000,3.532,-126.477,407.336707,0.051084,0.036020,0.004684
1006380.000,6.593,-124.306,407.671364,0.050926,0.036396,0.006459
1006440.000,9.641,-122.105,408.109993,0.050670,0.037008,0.008144
1006500.000,12.671,-119.860,408.646186,0.050311,0.037864,0.009706
1006560.000,15.676,-117.556,409.271561,0.049843,0.038978,0.011112
1006620.000,18.650,-115.177,409.975909,0.049256,0.040367,0.012334
1006680.000,21.585,-112.706,410.747384,0.048539,0.042050,0.013345
1006740.000,24.472,-110.125,411.572717,0.047675,0.044052,0.014126
1006800.000,27.302,-107.413,412.437462,0.046649,0.046396,0.014657
1006860.000,30.066,-104.550,413.326258,0.045436,0.049110,0.014926
1006920.000,32.751,-101.512,414.223117,0.044013,0.052219,0.014924
1006980.000,35.343,-98.275,415.111710,0.042348,0.055744,0.014650
1007040.000,37.827,-94.814,415.975672,0.040408,0.059696,0.014104
1007100.000,40.185,-91.103,416.798900,0.038155,0.064068,0.013294
1007160.000,42.398,-87.118,417.565846,0.035549,0.068825,0.012230
1007220.000,44.444,-82.838,418.261802,0.032553,0.073895,0.010930
1007280.000,46.296,-78.247,418.873170,0.029131,0.079150,0.009414
1007340.000,47.930,-73.340,419.387708,0.025263,0.084400,0.007707
1007400.000,49.319,-68.124,419.794754,0.020946,0.089385,0.005836
1007460.000,50.435,-62.625,420.085427,0.016204,0.093794,0.003833
1007520.000,51.256,-56.887,420.252786,0.011095,0.097288,0.001732
1007580.000,51.761,-50.975,420.291964,0.005713,0.099557,-0.000433
1007640.000,51.938,-44.970,420.200264,0.000184,0.100378,-0.002625
1007700.000,51.783,-38.961,419.977215,-0.005352,0.099667,-0.004805
1007760.000,51.299,-33.039,419.624590,-0.010749,0.097497,-0.006938
1007820.000,50.498,-27.286,419.146385,-0.015883,0.094082,-0.008985
1007880.000,49.400,-21.768,418.548764,-0.020656,0.089730,-0.010913
1007940.000,48.028,-16.530,417.839955,-0.025008,0.084776,-0.012686
1008000.000,46.408,-11.600,417.030123,-0.028912,0.079537,-0.014275
1008060.000,44.568,-6.986,416.131198,-0.032368,0.074277,-0.015652
1008120.000,42.533,-2.684,415.156675,-0.035398,0.069190,-0.016791
1008180.000,40.328,1.323,414.121390,-0.038034,0.064409,-0.017674
1008240.000,37.976,5.053,413.041260,-0.040314,0.060009,-0.018284
1008300.000,35.496,8.532,411.933014,-0.042279,0.056029,-0.018610
1008360.000,32.908,11.785,410.813903,-0.043966,0.052475,-0.018645
1008420.000,30.225,14.837,409.701398,-0.045408,0.049339,-0.018390
1008480.000,27.463,17.714,408.612881,-0.046638,0.046599,-0.017847
1008540.000,24.633,20.437,407.565343,-0.047679,0.044232,-0.017026
1008600.000,21.745,23.028,406.575082,-0.048555,0.042210,-0.015940
1008660.000,18.809,25.508,405.657410,-0.049285,0.040507,-0.014610
1008720.000,15.833,27.895,404.826385,-0.049881,0.039101,-0.013056
1008780.000,12.826,30.206,404.094556,-0.050358,0.037971,-0.011308
1008840.000,9.793,32.457,403.472739,-0.050724,0.037101,-0.009395
1008900.000,6.741,34.663,402.969830,-0.050987,0.036477,-0.007350
1008960.000,3.676,36.839,402.592640,-0.051151,0.036089,-0.005210
1009020.000,0.605,38.998,402.345785,-0.051219,0.035932,-0.003012
1009080.000,-2.468,41.155,402.231601,-0.051192,0.036003,-0.000794
1009140.000,-5.537,43.323,402.250115,-0.051071,0.036303,0.001405
1009200.000,-8.595,45.516,402.399051,-0.050853,0.036837,0.003547
1009260.000,-11.637,47.749,402.673883,-0.050532,0.037614,0.005595
1009320.000,-14.657,50.035,403.067928,-0.050104,0.038644,0.007515
1009380.000,-17.647,52.391,403.572480,-0.049559,0.039945,0.009274
1009440.000,-20.601,54.834,404.176983,-0.048887,0.041534,0.010842
1009500.000,-23.511,57.382,404.869232,-0.048073,0.043434,0.012195
1009560.000,-26.367,60.053,405.635615,-0.047101,0.045671,0.013310
1009620.000,-29.159,62.869,406.461362,-0.045949,0.048270,0.014171
1009680.000,-31.876,65.853,407.330834,-0.044593,0.051258,0.014766
1009740.000,-34.506,69.029,408.227810,-0.043005,0.054658,0.015087
1009800.000,-37.032,72.421,409.135790,-0.041151,0.058485,0.015133
1009860.000,-39.438,76.055,410.038300,-0.038995,0.062738,0.014906
1009920.000,-41.704,79.957,410.919196,-0.036497,0.067393,0.014414
1009980.000,-43.810,84.149,411.762952,-0.033617,0.072389,0.013670
1010040.000,-45.730,88.649,412.554945,-0.030321,0.077619,0.012692
1010100.000,-47.439,93.465,413.281712,-0.026581,0.082909,0.011500
1010160.000,-48.911,98.594,413.931193,-0.022388,0.088021,0.010120
1010220.000,-50.117,104.018,414.492937,-0.017757,0.092655,0.008581
1010280.000,-51.034,109.697,414.958286,-0.012737,0.096475,0.006912
1010340.000,-51.640,115.572,415.320522,-0.007412,0.099153,0.005149
1010400.000,-51.919,121.567,415.574977,-0.001897,0.100431,0.003326
1010460.000,-51.866,127.593,415.719108,0.003667,0.100180,0.001478
1010520.000,-51.481,133.558,415.752532,0.009134,0.098425,-0.000359
1010580.000,-50.775,139.377,415.677022,0.014370,0.095343,-0.002148
1010640.000,-49.764,144.979,415.496464,0.019269,0.091220,-0.003855
1010700.000,-48.471,150.310,415.216775,0.023759,0.086394,-0.005447
1010760.000,-46.922,155.338,414.845788,0.027802,0.081192,-0.006893
1010820.000,-45.143,160.051,414.393092,0.031393,0.075897,-0.008166
1010880.000,-43.163,164.449,413.869857,0.034547,0.070727,-0.009241
1010940.000,-41.006,168.544,413.288608,0.037295,0.065830,-0.010096
1011000.000,-38.695,172.356,412.662996,0.039674,0.061299,-0.010717
1011060.000,-36.252,175.908,412.007529,0.041725,0.057181,-0.011090
1011120.000,-33.694,179.226,411.337297,0.043485,0.053492,-0.011208
1011180.000,-31.039,-177.665,410.667683,0.044991,0.050226,-0.011069
1011240.000,-28.300,-174.739,410.014067,0.046275,0.047365,-0.010676
1011300.000,-25.489,-171.973,409.391526,0.047364,0.044884,-0.010035
1011360.000,-22.619,-169.346,408.814545,0.048280,0.042756,-0.009160
1011420.000,-19.699,-166.836,408.296733,0.049045,0.040957,-0.008066
1011480.000,-16.737,-164.425,407.850554,0.049673,0.039460,-0.006776
1011540.000,-13.740,-162.095,407.487084,0.050179,0.038246,-0.005314
1011600.000,-10.717,-159.830,407.215790,0.050571,0.037296,-0.003708
1011660.000,-7.674,-157.615,407.044337,0.050858,0.036595,-0.001991
1011720.000,-4.616,-155.434,406.978435,0.051046,0.036132,-0.000196
1011780.000,-1.550,-153.274,407.021719,0.051138,0.035901,0.001643
1011840.000,1.518,-151.121,407.175666,0.051136,0.035898,0.003487
1011900.000,4.584,-148.962,407.439563,0.051040,0.036123,0.005301
1011960.000,7.641,-146.782,407.810509,0.050849,0.036579,0.007049
1012020.000,10.684,-144.567,408.283456,0.050559,0.037273,0.008696
1012080.000,13.706,-142.304,408.851307,0.050163,0.038217,0.010207
1012140.000,16.701,-139.976,409.505031,0.049656,0.039423,0.011553
1012200.000,19.662,-137.568,410.233836,0.049025,0.040911,0.012706
1012260.000,22.582,-135.061,411.025361,0.048260,0.042700,0.013640
1012320.000,25.450,-132.437,411.865905,0.047342,0.044816,0.014337
1012380.000,28.259,-129.676,412.740676,0.046255,0.047285,0.014779
1012440.000,30.997,-126.755,413.634066,0.044973,0.050132,0.014956
1012500.000,33.652,-123.652,414.529936,0.043470,0.053382,0.014861
1012560.000,36.209,-120.341,415.411910,0.041715,0.057053,0.014493
1012620.000,38.652,-116.797,416.263682,0.039672,0.061150,0.013855
1012680.000,40.963,-112.995,417.069304,0.037302,0.065660,0.012956
1012740.000,43.121,-108.911,417.813486,0.034567,0.070536,0.011810
1012800.000,45.103,-104.525,418.481872,0.031427,0.075687,0.010433
1012860.000,46.883,-99.826,419.061302,0.027854,0.080965,0.008849
1012920.000,48.436,-94.811,419.540053,0.023831,0.086156,0.007082
1012980.000,49.734,-89.494,419.908055,0.019363,0.090981,0.005162
1013040.000,50.751,-83.907,420.157073,0.014487,0.095113,0.003121
1013100.000,51.466,-78.101,420.280867,0.009272,0.098218,0.000994
1013160.000,51.859,-72.147,420.275307,0.003825,0.100009,-0.001184
1013220.000,51.923,-66.130,420.138454,-0.001723,0.100306,-0.003376
1013280.000,51.654,-60.141,419.870608,-0.007227,0.099078,-0.005545
1013340.000,51.059,-54.269,419.474309,-0.012547,0.096451,-0.007652
1013400.000,50.154,-48.590,418.954307,-0.017566,0.092677,-0.009662
1013460.000,48.959,-43.164,418.317486,-0.022200,0.088080,-0.011540
1013520.000,47.499,-38.030,417.572756,-0.026399,0.082995,-0.013254
1013580.000,45.800,-33.208,416.730910,-0.030148,0.077723,-0.014773
1013640.000,43.890,-28.702,415.804438,-0.033455,0.072503,-0.016071
1013700.000,41.794,-24.503,414.807322,-0.036345,0.067509,-0.017124
1013760.000,39.536,-20.594,413.754800,-0.038855,0.062853,-0.017915
1013820.000,37.138,-16.953,412.663099,-0.041023,0.058595,-0.018428
1013880.000,34.619,-13.555,411.549162,-0.042888,0.054761,-0.018655
1013940.000,31.997,-10.373,410.430347,-0.044487,0.051352,-0.018590
1014000.000,29.285,-7.384,409.324131,-0.045853,0.048355,-0.018235
1014060.000,26.498,-4.563,408.247796,-0.047015,0.045746,-0.017596
1014120.000,23.647,-1.887,407.218128,-0.047998,0.043500,-0.016682
1014180.000,20.742,0.664,406.251119,-0.048822,0.041590,-0.015510
1014240.000,17.792,3.110,405.361680,-0.049504,0.039992,-0.014100
1014300.000,14.804,5.469,404.563378,-0.050058,0.038683,-0.012477
1014360.000,11.787,7.757,403.868191,-0.050496,0.037644,-0.010668
1014420.000,8.747,9.991,403.286295,-0.050826,0.036859,-0.008706
1014480.000,5.690,12.185,402.825887,-0.051054,0.036317,-0.006624
1014540.000,2.622,14.354,402.493036,-0.051185,0.036009,-0.004460
1014600.000,-0.450,16.511,402.291580,-0.051220,0.035931,-0.002251
1014660.000,-3.522,18.670,402.223066,-0.051162,0.036080,-0.000035
1014720.000,-6.588,20.845,402.286726,-0.051007,0.036460,0.002149
1014780.000,-9.641,23.050,402.479505,-0.050754,0.037076,0.004263
1014840.000,-12.676,25.299,402.796122,-0.050398,0.037938,0.006271
1014900.000,-15.687,27.608,403.229183,-0.049931,0.039059,0.008139
1014960.000,-18.666,29.992,403.769326,-0.049343,0.040457,0.009835
1015020.000,-21.605,32.468,404.405405,-0.048624,0.042150,0.011332
1015080.000,-24.498,35.056,405.124703,-0.047758,0.044163,0.012605
1015140.000,-27.333,37.775,405.913181,-0.046727,0.046521,0.013635
1015200.000,-30.101,40.646,406.755738,-0.045508,0.049251,0.014406
1015260.000,-32.790,43.693,407.636501,-0.044076,0.052378,0.014907
1015320.000,-35.385,46.940,408.539119,-0.042401,0.055923,0.015134
1015380.000,-37.872,50.412,409.447068,-0.040447,0.059897,0.015085
1015440.000,-40.233,54.136,410.343953,-0.038178,0.064292,0.014766
1015500.000,-42.446,58.135,411.213808,-0.035553,0.069074,0.014186
1015560.000,-44.491,62.431,412.041389,-0.032534,0.074166,0.013360
1015620.000,-46.342,67.039,412.812441,-0.029088,0.079438,0.012306
1015680.000,-47.973,71.963,413.513958,-0.025192,0.084698,0.011046
1015740.000,-49.356,77.197,414.134409,-0.020846,0.089683,0.009608
1015800.000,-50.466,82.714,414.663941,-0.016074,0.094076,0.008021
1015860.000,-51.278,88.468,415.094547,-0.010938,0.097538,0.006316
1015920.000,-51.773,94.393,415.420201,-0.005533,0.099759,0.004528
1015980.000,-51.939,100.409,415.636959,0.000015,0.100520,0.002692
1016040.000,-51.771,106.425,415.743017,0.005562,0.099741,0.000844
1016100.000,-51.274,112.349,415.738736,0.010964,0.097504,-0.000980
1016160.000,-50.461,118.100,415.626620,0.016095,0.094028,-0.002745
1016220.000,-49.350,123.614,415.411263,0.020859,0.089625,-0.004416
1016280.000,-47.966,128.844,415.099256,0.025198,0.084635,-0.005961
1016340.000,-46.336,133.765,414.699053,0.029085,0.079372,-0.007351
1016400.000,-44.485,138.368,414.220809,0.032523,0.074099,-0.008558
1016460.000,-42.441,142.660,413.676183,0.035534,0.069009,-0.009560
1016520.000,-40.229,146.655,413.078116,0.038151,0.064230,-0.010337
1016580.000,-37.870,150.375,412.440584,0.040413,0.059837,-0.010873
1016640.000,-35.386,153.844,411.778326,0.042360,0.055867,-0.011160
1016700.000,-32.793,157.088,411.106566,0.044029,0.052324,-0.011190
1016760.000,-30.107,160.132,410.440720,0.045456,0.049199,-0.010963
1016820.000,-27.342,163.000,409.796096,0.046669,0.046471,-0.010483
1016880.000,-24.510,165.716,409.187602,0.047697,0.044115,-0.009760
1016940.000,-21.622,168.301,408.629452,0.048559,0.042103,-0.008808
1017000.000,-18.686,170.774,408.134892,0.049275,0.040410,-0.007644
1017060.000,-15.712,173.156,407.715936,0.049860,0.039013,-0.006292
1017120.000,-12.705,175.461,407.383131,0.050326,0.037891,-0.004777
1017180.000,-9.675,177.708,407.145345,0.050681,0.037027,-0.003130
1017240.000,-6.626,179.910,407.009587,0.050934,0.036409,-0.001382
1017300.000,-3.565,-177.918,406.980867,0.051088,0.036027,0.000432
1017360.000,-0.497,-175.763,407.062085,0.051148,0.035875,0.002277
1017420.000,2.571,-173.609,407.253970,0.051114,0.035950,0.004115
1017480.000,5.635,-171.444,407.555055,0.050986,0.036253,0.005911
1017540.000,8.688,-169.254,407.961693,0.050761,0.036790,0.007628
1017600.000,11.724,-167.024,408.468122,0.050435,0.037568,0.009232
1017660.000,14.738,-164.741,409.066564,0.050002,0.038600,0.010690
1017720.000,17.722,-162.387,409.747364,0.049454,0.039901,0.011972
1017780.000,20.670,-159.947,410.499167,0.048778,0.041490,0.013052
1017840.000,23.573,-157.402,411.309125,0.047963,0.043389,0.013907
1017900.000,26.422,-154.733,412.163134,0.046989,0.045623,0.014518
1017960.000,29.208,-151.920,413.046089,0.045838,0.048218,0.014870
1018020.000,31.918,-148.939,413.942168,0.044484,0.051201,0.014954
1018080.000,34.541,-145.768,414.835116,0.042898,0.054594,0.014765
1018140.000,37.061,-142.380,415.708548,0.041048,0.058411,0.014304
1018200.000,39.461,-138.750,416.546247,0.038897,0.062654,0.013575
1018260.000,41.722,-134.853,417.332458,0.036406,0.067296,0.012590
1018320.000,43.822,-130.667,418.052183,0.033536,0.072279,0.011362
1018380.000,45.738,-126.175,418.691445,0.030251,0.077494,0.009911
1018440.000,47.443,-121.367,419.237554,0.026524,0.082770,0.008261
1018500.000,48.912,-116.246,419.679330,0.022346,0.087869,0.006438
1018560.000,50.116,-110.832,420.007314,0.017733,0.092495,0.004473
1018620.000,51.032,-105.163,420.213942,0.012730,0.096311,0.002399
1018680.000,51.638,-99.297,420.293684,0.007422,0.098993,0.000250
1018740.000,51.919,-93.312,420.243156,0.001924,0.100285,-0.001937
1018800.000,51.868,-87.294,420.061186,-0.003625,0.100053,-0.004125
1018860.000,51.486,-81.335,419.748842,-0.009081,0.098323,-0.006277
1018920.000,50.782,-75.522,419.309430,-0.014309,0.095269,-0.008355
1018980.000,49.775,-69.924,418.748442,-0.019204,0.091174,-0.010324
1019040.000,48.486,-64.595,418.073473,-0.023692,0.086373,-0.012149
1019100.000,46.941,-59.567,417.294096,-0.027737,0.081192,-0.013799
1019160.000,45.167,-54.854,416.421709,-0.031332,0.075915,-0.015245
1019220.000,43.190,-50.454,415.469340,-0.034492,0.070757,-0.016461
1019280.000,41.036,-46.357,414.451430,-0.037248,0.065869,-0.017426
1019340.000,38.727,-42.543,413.383587,-0.039636,0.061344,-0.018123
1019400.000,36.286,-38.988,412.282315,-0.041695,0.057230,-0.018539
1019460.000,33.730,-35.667,411.164734,-0.043465,0.053543,-0.018666
1019520.000,31.075,-32.554,410.048278,-0.044981,0.050278,-0.018501
1019580.000,28.337,-29.625,408.950390,-0.046274,0.047417,-0.018047
1019640.000,25.526,-26.857,407.888218,-0.047372,0.044935,-0.017312
1019700.000,22.655,-24.226,406.878308,-0.048297,0.042808,-0.016308
1019760.000,19.734,-21.713,405.936311,-0.049071,0.041008,-0.015052
1019820.000,16.770,-19.299,405.076706,-0.049708,0.039511,-0.013565
1019880.000,13.771,-16.966,404.312540,-0.050221,0.038297,-0.011875
1019940.000,10.745,-14.698,403.655195,-0.050621,0.037347,-0.010010
1020000.000,7.699,-12.480,403.114188,-0.050915,0.036647,-0.008003
1020060.000,4.638,-10.296,402.696998,-0.051110,0.036186,-0.005889
1020120.000,1.568,-8.133,402.408937,-0.051208,0.035957,-0.003705
1020180.000,-1.505,-5.976,402.253064,-0.051211,0.035956,-0.001489
1020240.000,-4.576,-3.813,402.230129,-0.051120,0.036184,0.000720
1020300.000,-7.638,-1.630,402.338574,-0.050932,0.036644,0.002884
1020360.000,-10.686,0.589,402.574572,-0.050644,0.037344,0.004966
1020420.000,-13.713,2.857,402.932101,-0.050250,0.038293,0.006929
1020480.000,-16.713,5.189,403.403074,-0.049743,0.039507,0.008742
1020540.000,-19.680,7.603,403.977493,-0.049112,0.041004,0.010373
1020600.000,-22.604,10.116,404.643647,-0.048344,0.042804,0.011796
1020660.000,-25.478,12.746,405.388337,-0.047424,0.044932,0.012987
1020720.000,-28.292,15.515,406.197127,-0.046331,0.047415,0.013930
1020780.000,-31.034,18.444,407.054620,-0.045042,0.050279,0.014609
1020840.000,-33.692,21.556,407.944745,-0.043530,0.053547,0.015016
1020900.000,-36.252,24.878,408.851056,-0.041763,0.057239,0.015148
1020960.000,-38.698,28.434,409.757039,-0.039706,0.061360,0.015006
1021020.000,-41.010,32.249,410.646413,-0.037319,0.065893,0.014596
1021080.000,-43.169,36.348,411.503430,-0.034563,0.070792,0.013930
1021140.000,-45.150,40.750,412.313153,-0.031401,0.075964,0.013023
1021200.000,-46.928,45.466,413.061729,-0.027802,0.081257,0.011895
1021260.000,-48.477,50.499,413.736635,-0.023750,0.086455,0.010571
1021320.000,-49.769,55.833,414.326894,-0.019253,0.091275,0.009078
1021380.000,-50.779,61.438,414.823269,-0.014348,0.095386,0.007447
1021440.000,-51.484,67.259,415.218420,-0.009107,0.098454,0.005710
1021500.000,-51.867,73.225,415.507027,-0.003637,0.100192,0.003901
1021560.000,-51.919,79.252,415.685875,0.001927,0.100425,0.002057
1021620.000,-51.637,85.246,415.753904,0.007439,0.099129,0.000213
1021680.000,-51.030,91.119,415.712213,0.012761,0.096436,-0.001594
1021740.000,-50.112,96.795,415.564033,0.017775,0.092604,-0.003330
1021800.000,-48.905,102.215,415.314655,0.022399,0.087961,-0.004962
1021860.000,-47.433,107.341,414.971327,0.026584,0.082844,-0.006457
1021920.000,-45.724,112.153,414.543107,0.030315,0.077552,-0.007787
1021980.000,-43.804,116.649,414.040690,0.033604,0.072323,-0.008926
1022040.000,-41.700,120.837,413.476201,0.036475,0.067328,-0.009853
1022100.000,-39.435,124.735,412.862966,0.038966,0.062676,-0.010549
1022160.000,-37.031,128.366,412.215253,0.041115,0.058426,-0.011000
1022220.000,-34.507,131.754,411.548001,0.042962,0.054602,-0.011199
1022280.000,-31.880,134.927,410.876533,0.044545,0.051205,-0.011141
1022340.000,-29.166,137.907,410.216261,0.045895,0.048219,-0.010826
1022400.000,-26.377,140.721,409.582390,0.047042,0.045622,-0.010262
1022460.000,-23.525,143.389,408.989620,0.048010,0.043387,-0.009458
1022520.000,-20.619,145.934,408.451865,0.048821,0.041487,-0.008431
1022580.000,-17.669,148.374,407.981975,0.049490,0.039898,-0.007200
1022640.000,-14.683,150.727,407.591487,0.050033,0.038597,-0.005789
1022700.000,-11.667,153.011,407.290393,0.050460,0.037566,-0.004225
1022760.000,-8.630,155.240,407.086941,0.050779,0.036788,-0.002539
1022820.000,-5.576,157.430,406.987470,0.050998,0.036252,-0.000765
1022880.000,-2.512,159.595,406.996274,0.051119,0.035949,0.001064
1022940.000,0.557,161.749,407.115514,0.051147,0.035875,0.002911
1023000.000,3.624,163.905,407.345164,0.051081,0.036028,0.004738
1023060.000,6.684,166.077,407.683005,0.050920,0.036411,0.006511
1023120.000,9.732,168.279,408.124656,0.050661,0.037030,0.008193
1023180.000,12.762,170.525,408.663648,0.050299,0.037893,0.009750
1023240.000,15.766,172.831,409.291542,0.049827,0.039016,0.011151
1023300.000,18.738,175.213,409.998078,0.049237,0.040413,0.012367
1023360.000,21.672,177.687,410.771363,0.048515,0.042106,0.013372
1023420.000,24.557,-179.728,411.598090,0.047647,0.044117,0.014145
1023480.000,27.386,-177.013,412.463781,0.046615,0.046472,0.014668
1023540.000,30.147,-174.144,413.353053,0.045397,0.049197,0.014929
1023600.000,32.830,-171.101,414.249902,0.043967,0.052318,0.014920
1023660.000,35.419,-167.858,415.137995,0.042294,0.055856,0.014637
1023720.000,37.899,-164.390,416.000971,0.040346,0.059821,0.014084
1023780.000,40.254,-160.671,416.822737,0.038082,0.064205,0.013265
1023840.000,42.462,-156.677,417.587768,0.035466,0.068973,0.012195
1023900.000,44.502,-152.388,418.281385,0.032457,0.074051,0.010888
1023960.000,46.348,-147.788,418.890026,0.029022,0.079309,0.009366
1024020.000,47.976,-142.871,419.401495,0.025141,0.084554,0.007653
1024080.000,49.356,-137.647,419.805179,0.020810,0.089527,0.005778
1024140.000,50.464,-132.140,420.092253,0.016056,0.093913,0.003772
1024200.000,51.276,-126.395,420.255837,0.010937,0.097375,0.001668
1024260.000,51.771,-120.479,420.291128,0.005549,0.099603,-0.000499
1024320.000,51.939,-114.472,420.195495,0.000017,0.100379,-0.002690
1024380.000,51.773,-108.465,419.968532,-0.005516,0.099622,-0.004870
1024440.000,51.280,-102.547,419.612081,-0.010907,0.097411,-0.007000
1024500.000,50.470,-96.800,419.130204,-0.016031,0.093964,-0.009045
1024560.000,49.363,-91.290,418.529127,-0.020793,0.089588,-0.010968
1024620.000,47.983,-86.061,417.817139,-0.025132,0.084622,-0.012736
1024680.000,46.356,-81.141,417.004460,-0.029022,0.079379,-0.014319
1024740.000,44.510,-76.536,416.103070,-0.032465,0.074121,-0.015689
1024800.000,42.469,-72.242,415.126509,-0.035482,0.069042,-0.016821
1024860.000,40.260,-68.245,414.089646,-0.038107,0.064271,-0.017696
1024920.000,37.903,-64.522,413.008428,-0.040378,0.059884,-0.018298
1024980.000,35.421,-61.050,411.899605,-0.042333,0.055916,-0.018615
1025040.000,32.829,-57.804,410.780438,-0.044012,0.052375,-0.018642
1025100.000,30.144,-54.757,409.668399,-0.045448,0.049251,-0.018378
1025160.000,27.379,-51.886,408.580864,-0.046671,0.046523,-0.017826
1025220.000,24.547,-49.167,407.534808,-0.047708,0.044167,-0.016997
1025280.000,21.658,-46.579,406.546501,-0.048579,0.042154,-0.015904
1025340.000,18.720,-44.102,405.631225,-0.049304,0.040461,-0.014566
1025400.000,15.744,-41.717,404.802994,-0.049897,0.039063,-0.013007
1025460.000,12.735,-39.409,404.074307,-0.050371,0.037942,-0.011253
